GraphId,Vertices,Edges,PrimCost,KruskalCost,PrimTime(ms),KruskalTime(ms),PrimOps,KruskalOps
1,5,7,16,16,0,062,0,141,25,34
2,4,5,6,6,0,004,0,006,16,20
